feature_key,normalized_feature,capability_label,datasheet-axis-m3905-r-dome-camera-en-US-506723,normalized_feature_h6-xp-dome-camera-datasheet,capability_label_h6-xp-dome-camera-datasheet,h6-xp-dome-camera-datasheet,normalized_feature_video-security-cd22-datasheet,capability_label_video-security-cd22-datasheet,video-security-cd22-datasheet,representative_feature
electromagneticimmunity,,,missing,the product provides the product provides electromagneticimmunity n/a.,The product provides the product provides ElectromagneticImmunity N/A.,present,,,missing,the product provides the product provides electromagneticimmunity n/a.
electronicimagestabilization_yes,,,missing,the product provides the product provides electronicimagestabilization yes.,The product provides the product provides ElectronicImageStabilization Yes.,present,,,missing,the product provides the product provides electronicimagestabilization yes.
electronicshuttercontrol_automaticmanual175to115000sec,,,missing,"the product provides the product provides electronicshuttercontrol automatic,manual(1/7.5to1/15000sec).","The product provides the product provides ElectronicShutterControl Automatic,Manual(1/7.5to1/15000sec).",present,,,missing,"the product provides the product provides electronicshuttercontrol automatic,manual(1/7.5to1/15000sec)."
englishgermanfrenchspanishitalianrussian,"the product provides the product provides english,german,french,spanish,italian,russian,.","The product provides the product provides English,German,French,Spanish,Italian,Russian,.",present,,,missing,,,missing,"the product provides the product provides english,german,french,spanish,italian,russian,."
environment_power,the product provides the product provides environment power.,The product provides the product provides Environment Power.,present,,,missing,,,missing,the product provides the product provides environment power.
environmental_iec60529ip66ip67ip6818mdepthfor2hoursnema4xiec600682shockvibrationnemats2sec227,,,missing,"the product provides the product provides environmental iec60529ip66,ip67,ip68(1.8mdepthfor2hours),nema4x,iec60068-2shock&vibration,nemats2sec2.2.7-.","The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.",present,,,missing,"the product provides the product provides environmental iec60529ip66,ip67,ip68(1.8mdepthfor2hours),nema4x,iec60068-2shock&vibration,nemats2sec2.2.7-."
environmental_indoordome_outdoordome,,,missing,the product provides the product provides environmental indoordome outdoordome.,The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,present,,,missing,the product provides the product provides environmental indoordome outdoordome.
environmentalresponsibility,the product provides the product provides environmentalresponsibility.,The product provides the product provides Environmentalresponsibility.,present,,,missing,,,missing,the product provides the product provides environmentalresponsibility.
essential_3mp_coverage,,,missing,,,missing,the product provides essential 3mp coverage for.,The product provides essential 3MP Coverage for.,present,the product provides essential 3mp coverage for.
essential_detection_easy_installation,,,missing,,,missing,the product provides essential detection easy installation.,The product provides essential detection Easy installation.,present,the product provides essential detection easy installation.
etsien303645bsiitsecuritylabel_storage,"the product provides the product provides etsien303645,bsiitsecuritylabel storage.","The product provides the product provides ETSIEN303645,BSIITSecurityLabel Storage.",present,,,missing,,,missing,"the product provides the product provides etsien303645,bsiitsecuritylabel storage."
euanden630002018,the product provides the product provides eu/anden63000:2018.,The product provides the product provides EU/andEN63000:2018.,present,,,missing,,,missing,the product provides the product provides eu/anden63000:2018.
event_security_breach_secure_keystore,the product provides the product provides the event of a security breach. the secure keystore and.,The product provides the product provides the event of a security breach. The secure keystore and.,present,,,missing,,,missing,the product provides the product provides the event of a security breach. the secure keystore and.
eventactions,the product provides the product provides eventactions.,The product provides the product provides Eventactions.,present,,,missing,,,missing,the product provides the product provides eventactions.
eventconditions,the product provides the product provides eventconditions.,The product provides the product provides Eventconditions.,present,,,missing,,,missing,the product provides the product provides eventconditions.
extended_temperature_range,,,missing,,,missing,the product provides extended temperature range: n/a.,The product provides extended temperature range: N/A.,present,the product provides extended temperature range: n/a.
extended_temperature_range_operating_temperatures_below,,,missing,,,missing,the product provides 4. extended temperature range includes operating temperatures below -10°c / 14°f and assumes ir will be enabled.,The product provides 4. Extended temperature range includes operating temperatures below -10°C / 14°F and assumes IR will be enabled.,present,the product provides 4. extended temperature range includes operating temperatures below -10°c / 14°f and assumes ir will be enabled.
external_131f_poe,,,missing,the product provides the product provides external 131°f) poe+).,The product provides the product provides External 131°F) PoE+).,present,,,missing,the product provides the product provides external 131°f) poe+).
external_poweror_poe,,,missing,the product provides the product provides with external poweror poe+.,The product provides the product provides With External Poweror PoE+.,present,,,missing,the product provides the product provides with external poweror poe+.
externalioterminals_1xrelayin1xrelayout1x12vdcoutat50ma,,,missing,"the product provides the product provides externali/oterminals 1xrelayin,1xrelayout,1x12vdcoutat50ma.","The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.",present,,,missing,"the product provides the product provides externali/oterminals 1xrelayin,1xrelayout,1x12vdcoutat50ma."
externalpower_1224vdc10,,,missing,the product provides the product provides externalpower 12-24vdc+/-10%.,The product provides the product provides ExternalPower 12-24VDC+/-10%.,present,,,missing,the product provides the product provides externalpower 12-24vdc+/-10%.
fcc_ices_ukca_rcm,,,missing,,,missing,"the product provides fcc, ices, ce, ukca, rcm, cb,.","The product provides fCC, ICES, CE, UKCA, RCM, CB,.",present,"the product provides fcc, ices, ce, ukca, rcm, cb,."
features,,,missing,,,missing,the product provides camera features.,The product provides camera features.,present,the product provides camera features.
field_view_after_ldc2_vertical_cpu,,,missing,,,missing,the product provides field of view (after ldc2) vertical: 71° (63°) cpu ambarella cv25s88.,The product provides field of View (after LDC2) Vertical: 71° (63°) CPU Ambarella CV25S88.,present,the product provides field of view (after ldc2) vertical: 71° (63°) cpu ambarella cv25s88.
finish_indoor_plasticinjectionmoldgreypantone427c_plasticinjectionmoldgrey_powdercoatgreyplastic,,,missing,the product provides the product provides finish indoor plasticinjectionmoldgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey&plastic.,The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,present,,,missing,the product provides the product provides finish indoor plasticinjectionmoldgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey&plastic.
